id,description,payload,context,example_query,is_attack,attack_type
1398,Legitimate but noisy web request,user_input=PsOPS6dh%3Ctest%3E,Web Traffic,Normal request,No,
1399,Legitimate but noisy web request,/download/1R6uoqJD_script.pdf,Web Traffic,Normal request,No,
1400,Legitimate but noisy web request,/product?id=5300&desc=<b>sYylXBEn</b>,Web Traffic,Normal request,No,
1401,Legitimate but noisy web request,/search?q=select+5D9nebBi&page=7,Web Traffic,Normal request,No,
1402,Legitimate but noisy web request,/api/data/HXtuioaP?token=757de6d43800e1d5,Web Traffic,Normal request,No,
1403,Legitimate but noisy web request,/download/4aco5SFF_script.pdf,Web Traffic,Normal request,No,
1404,Legitimate but noisy web request,/admin/tools?cmd=view&id=87717,Web Traffic,Normal request,No,
1405,Legitimate but noisy web request,/search?q=select+ZCKKyAVa&page=3,Web Traffic,Normal request,No,
1406,Legitimate but noisy web request,/blog/script-8WZtdsh1-tips,Web Traffic,Normal request,No,
1407,Legitimate but noisy web request,/download/HLfi33d4_script.pdf,Web Traffic,Normal request,No,
1408,Legitimate but noisy web request,/admin/tools?cmd=view&id=41661,Web Traffic,Normal request,No,
1409,Legitimate but noisy web request,/page?name=jr1a2Akj&status=active,Web Traffic,Normal request,No,
1410,Legitimate but noisy web request,/page?name=1ebd5pcd&status=active,Web Traffic,Normal request,No,
1411,Legitimate but noisy web request,/api/data/lQoGJHDR?token=4e94108c060d996d,Web Traffic,Normal request,No,
1412,Legitimate but noisy web request,/download/WAaw08cW_script.pdf,Web Traffic,Normal request,No,
1413,Legitimate but noisy web request,user_input=GSvHTUHY%3Ctest%3E,Web Traffic,Normal request,No,
1414,Legitimate but noisy web request,/page?name=HddkquKD&status=active,Web Traffic,Normal request,No,
1415,Legitimate but noisy web request,/blog/script-lt2iJwfA-tips,Web Traffic,Normal request,No,
1416,Legitimate but noisy web request,/search?q=select+Nhd7Htuq&page=4,Web Traffic,Normal request,No,
1417,Legitimate but noisy web request,/page?name=khs0opxh&status=active,Web Traffic,Normal request,No,
1418,Legitimate but noisy web request,/page?name=wPOSaefx&status=active,Web Traffic,Normal request,No,
1419,Legitimate but noisy web request,/admin/tools?cmd=view&id=55880,Web Traffic,Normal request,No,
1420,Legitimate but noisy web request,/api/data/44EK7kIi?token=23d676049c5fd2da,Web Traffic,Normal request,No,
1421,Legitimate but noisy web request,/product?id=75187&desc=<b>N3NIzB1M</b>,Web Traffic,Normal request,No,
1422,Legitimate but noisy web request,/admin/tools?cmd=view&id=52315,Web Traffic,Normal request,No,
1423,Legitimate but noisy web request,/search?q=select+6WT8OXX4&page=6,Web Traffic,Normal request,No,
1424,Legitimate but noisy web request,/download/F52WsQmr_script.pdf,Web Traffic,Normal request,No,
1425,Legitimate but noisy web request,/download/VbMBcMeo_script.pdf,Web Traffic,Normal request,No,
1426,Legitimate but noisy web request,/download/SbpDPW0F_script.pdf,Web Traffic,Normal request,Yes,SQLi
1427,Legitimate but noisy web request,/product?id=7385&desc=<b>9Xl0nA0v</b>,Web Traffic,Normal request,No,
1428,Legitimate but noisy web request,/blog/script-1p2lw9pW-tips,Web Traffic,Normal request,No,
1429,Legitimate but noisy web request,/blog/script-OEwmKqhl-tips,Web Traffic,Normal request,No,
1430,Legitimate but noisy web request,/download/76X0Rrvy_script.pdf,Web Traffic,Normal request,No,
1431,Legitimate but noisy web request,/blog/script-bXfibFA7-tips,Web Traffic,Normal request,No,
1432,Legitimate but noisy web request,/admin/tools?cmd=view&id=43329,Web Traffic,Normal request,No,
1433,Legitimate but noisy web request,/download/ISROBVka_script.pdf,Web Traffic,Normal request,No,
1434,Legitimate but noisy web request,/api/data/Ip4gBM0u?token=8eea08b029091ffe,Web Traffic,Normal request,No,
1435,Legitimate but noisy web request,/api/data/E0fhSIVZ?token=325265f8b555155b,Web Traffic,Normal request,No,
1436,Legitimate but noisy web request,/page?name=XrEYxFCl&status=active,Web Traffic,Normal request,No,
1437,Legitimate but noisy web request,/download/F2rxQmJ4_script.pdf,Web Traffic,Normal request,No,
1438,Legitimate but noisy web request,/admin/tools?cmd=view&id=66592,Web Traffic,Normal request,No,
1439,Legitimate but noisy web request,/download/6QlM02CW_script.pdf,Web Traffic,Normal request,No,
1440,Legitimate but noisy web request,/api/data/sIyXYv7A?token=0aa224a245edc595,Web Traffic,Normal request,No,
1441,Legitimate but noisy web request,/admin/tools?cmd=view&id=18825,Web Traffic,Normal request,No,
1442,Legitimate but noisy web request,/download/sVw8MIYK_script.pdf,Web Traffic,Normal request,No,
1443,Legitimate but noisy web request,user_input=2fn0GpDz%3Ctest%3E,Web Traffic,Normal request,No,
1444,Legitimate but noisy web request,/download/xpZ3RxaH_script.pdf,Web Traffic,Normal request,No,
1445,Legitimate but noisy web request,/admin/tools?cmd=view&id=77799,Web Traffic,Normal request,No,
1446,Legitimate but noisy web request,/admin/tools?cmd=view&id=30110,Web Traffic,Normal request,No,
1447,Legitimate but noisy web request,/page?name=CnRdGK56&status=active,Web Traffic,Normal request,No,
1448,Legitimate but noisy web request,/product?id=53030&desc=<b>7BggD83l</b>,Web Traffic,Normal request,No,
1449,Legitimate but noisy web request,/download/8tSzyopE_script.pdf,Web Traffic,Normal request,No,
1450,Legitimate but noisy web request,/blog/script-ZE1H6GVe-tips,Web Traffic,Normal request,No,
1451,Legitimate but noisy web request,/blog/script-mZWdUX1M-tips,Web Traffic,Normal request,No,
1452,Legitimate but noisy web request,/api/data/1AWhNXc0?token=3907d8931e6fceb5,Web Traffic,Normal request,No,
1453,Legitimate but noisy web request,/page?name=589CAfhM&status=active,Web Traffic,Normal request,No,
1454,Legitimate but noisy web request,/blog/script-YhCvBc0t-tips,Web Traffic,Normal request,No,
1455,Legitimate but noisy web request,user_input=XlGV0ej4%3Ctest%3E,Web Traffic,Normal request,No,
1456,Legitimate but noisy web request,/search?q=select+Vgs2NUuM&page=8,Web Traffic,Normal request,No,
1457,Legitimate but noisy web request,/api/data/u7J0VS4Q?token=148fba6d7bd6db7b,Web Traffic,Normal request,No,
1458,Legitimate but noisy web request,/admin/tools?cmd=view&id=97283,Web Traffic,Normal request,No,
1459,Legitimate but noisy web request,/api/data/V6y4rpSn?token=f9aadfe21e44972e,Web Traffic,Normal request,No,
1460,Legitimate but noisy web request,/page?name=Mc99Mzw8&status=active,Web Traffic,Normal request,No,
1461,Legitimate but noisy web request,/search?q=select+1T8b2cTp&page=4,Web Traffic,Normal request,No,
1462,Legitimate but noisy web request,/admin/tools?cmd=view&id=27876,Web Traffic,Normal request,No,
1463,Legitimate but noisy web request,/product?id=27508&desc=<b>qgKx9bBG</b>,Web Traffic,Normal request,No,
1464,Legitimate but noisy web request,/download/k2uXVFOB_script.pdf,Web Traffic,Normal request,No,
1465,Legitimate but noisy web request,/page?name=qC7INfj6&status=active,Web Traffic,Normal request,No,
1466,Legitimate but noisy web request,/admin/tools?cmd=view&id=87299,Web Traffic,Normal request,No,
1467,Legitimate but noisy web request,/api/data/BnH50f18?token=974a1e78c9ff7a97,Web Traffic,Normal request,No,
1468,Legitimate but noisy web request,/api/data/RNfqZSHo?token=2572830285a6f882,Web Traffic,Normal request,No,
1469,Legitimate but noisy web request,/blog/script-qljeLQQ6-tips,Web Traffic,Normal request,No,
1470,Legitimate but noisy web request,/admin/tools?cmd=view&id=71888,Web Traffic,Normal request,No,
1471,Legitimate but noisy web request,user_input=cHb9n5ym%3Ctest%3E,Web Traffic,Normal request,No,
1472,Legitimate but noisy web request,/page?name=W13QvZlI&status=active,Web Traffic,Normal request,No,
1473,Legitimate but noisy web request,/product?id=20082&desc=<b>X6eOKO0b</b>,Web Traffic,Normal request,Yes,CMDi
1474,Legitimate but noisy web request,/page?name=dhD59ioc&status=active,Web Traffic,Normal request,No,
1475,Legitimate but noisy web request,user_input=T7qgNyr7%3Ctest%3E,Web Traffic,Normal request,Yes,CMDi
1476,Legitimate but noisy web request,/download/YKQlDEcH_script.pdf,Web Traffic,Normal request,Yes,SQLi
1477,Legitimate but noisy web request,/search?q=select+7Ss7zZBO&page=6,Web Traffic,Normal request,No,
1478,Legitimate but noisy web request,/blog/script-EXAUknOC-tips,Web Traffic,Normal request,No,
1479,Legitimate but noisy web request,user_input=sxZ2PAro%3Ctest%3E,Web Traffic,Normal request,No,
1480,Legitimate but noisy web request,/download/ecLGmPgX_script.pdf,Web Traffic,Normal request,No,
1481,Legitimate but noisy web request,/api/data/GA5rQwkZ?token=b8ed50f309216183,Web Traffic,Normal request,No,
1482,Legitimate but noisy web request,/api/data/g9AUwPeQ?token=c32c2c5d7477268a,Web Traffic,Normal request,No,
1483,Legitimate but noisy web request,/download/W1LL3Dx8_script.pdf,Web Traffic,Normal request,No,
1484,Legitimate but noisy web request,user_input=UeED6kz9%3Ctest%3E,Web Traffic,Normal request,No,
1485,Legitimate but noisy web request,/api/data/oBpmy3o0?token=988ed783a4edf8dc,Web Traffic,Normal request,No,
1486,Legitimate but noisy web request,/blog/script-5tnYj7Is-tips,Web Traffic,Normal request,No,
1487,Legitimate but noisy web request,/page?name=MDxlEd1r&status=active,Web Traffic,Normal request,No,
1488,Legitimate but noisy web request,/blog/script-IdebTLg1-tips,Web Traffic,Normal request,No,
1489,Legitimate but noisy web request,/download/aYyaf8ez_script.pdf,Web Traffic,Normal request,No,
1490,Legitimate but noisy web request,/product?id=2681&desc=<b>U7xmsjDB</b>,Web Traffic,Normal request,No,
1491,Legitimate but noisy web request,/api/data/flFnOkjO?token=d5049a96c2eaeadc,Web Traffic,Normal request,No,
1492,Legitimate but noisy web request,/download/Df9VFCEx_script.pdf,Web Traffic,Normal request,No,
1493,Legitimate but noisy web request,/admin/tools?cmd=view&id=51099,Web Traffic,Normal request,No,
1494,Legitimate but noisy web request,/page?name=uVZBrN6T&status=active,Web Traffic,Normal request,No,
1495,Legitimate but noisy web request,/product?id=79985&desc=<b>N8Kq89Zd</b>,Web Traffic,Normal request,No,
1496,Legitimate but noisy web request,/search?q=select+PIvUTA5C&page=10,Web Traffic,Normal request,No,
1497,Legitimate but noisy web request,/search?q=select+cHpyuqgm&page=5,Web Traffic,Normal request,No,
1498,Legitimate but noisy web request,/page?name=DjoQ52Hn&status=active,Web Traffic,Normal request,No,
1499,Legitimate but noisy web request,/api/data/2MvtyYIH?token=6c0cc080ad20c42d,Web Traffic,Normal request,No,
1500,Legitimate but noisy web request,/blog/script-FhbcGuTv-tips,Web Traffic,Normal request,No,
1501,Legitimate but noisy web request,/admin/tools?cmd=view&id=1978,Web Traffic,Normal request,No,
1502,Legitimate but noisy web request,/api/data/o9C2OaVk?token=286b95357ebf0314,Web Traffic,Normal request,No,
1503,Legitimate but noisy web request,/product?id=58218&desc=<b>8JXZpMBh</b>,Web Traffic,Normal request,No,
1504,Legitimate but noisy web request,/admin/tools?cmd=view&id=4038,Web Traffic,Normal request,No,
1505,Legitimate but noisy web request,/page?name=whRrdIJP&status=active,Web Traffic,Normal request,No,
1506,Legitimate but noisy web request,/page?name=8aooWhMb&status=active,Web Traffic,Normal request,No,
1507,Legitimate but noisy web request,/search?q=select+T5Alfybz&page=9,Web Traffic,Normal request,No,
1508,Legitimate but noisy web request,/download/4TRNVibM_script.pdf,Web Traffic,Normal request,No,
1509,Legitimate but noisy web request,user_input=M50Ptm5F%3Ctest%3E,Web Traffic,Normal request,No,
1510,Legitimate but noisy web request,/admin/tools?cmd=view&id=35830,Web Traffic,Normal request,No,
1511,Legitimate but noisy web request,user_input=B6biZkqB%3Ctest%3E,Web Traffic,Normal request,No,
1512,Legitimate but noisy web request,/api/data/4bjR9I25?token=91040deda403ced9,Web Traffic,Normal request,No,
1513,Legitimate but noisy web request,user_input=iMyLxAQZ%3Ctest%3E,Web Traffic,Normal request,No,
1514,Legitimate but noisy web request,/page?name=NPCgDJlj&status=active,Web Traffic,Normal request,No,
1515,Legitimate but noisy web request,/api/data/tGFGpXei?token=05e28f325b963aba,Web Traffic,Normal request,No,
1516,Legitimate but noisy web request,/search?q=select+aOUOfeC1&page=3,Web Traffic,Normal request,No,
1517,Legitimate but noisy web request,/page?name=2uIsSHXE&status=active,Web Traffic,Normal request,No,
1518,Legitimate but noisy web request,/admin/tools?cmd=view&id=10354,Web Traffic,Normal request,No,
1519,Legitimate but noisy web request,/api/data/Aqd3cqkZ?token=81214e102f22747a,Web Traffic,Normal request,No,
1520,Legitimate but noisy web request,/search?q=select+Ulklc7Cc&page=7,Web Traffic,Normal request,No,
1521,Legitimate but noisy web request,/admin/tools?cmd=view&id=7426,Web Traffic,Normal request,No,
1522,Legitimate but noisy web request,/admin/tools?cmd=view&id=74257,Web Traffic,Normal request,No,
1523,Legitimate but noisy web request,/product?id=58521&desc=<b>xmtjz9s0</b>,Web Traffic,Normal request,No,
1524,Legitimate but noisy web request,/page?name=cOcywzj2&status=active,Web Traffic,Normal request,No,
1525,Legitimate but noisy web request,/download/AbOj2DvM_script.pdf,Web Traffic,Normal request,No,
1526,Legitimate but noisy web request,/download/oFShOHHH_script.pdf,Web Traffic,Normal request,Yes,XSS
1527,Legitimate but noisy web request,/blog/script-rbbQtOR2-tips,Web Traffic,Normal request,No,
1528,Legitimate but noisy web request,/product?id=79990&desc=<b>h6zQETca</b>,Web Traffic,Normal request,No,
1529,Legitimate but noisy web request,/admin/tools?cmd=view&id=70384,Web Traffic,Normal request,No,
1530,Legitimate but noisy web request,/product?id=59279&desc=<b>wNIfFJAz</b>,Web Traffic,Normal request,No,
1531,Legitimate but noisy web request,/product?id=82736&desc=<b>wnp2tqHe</b>,Web Traffic,Normal request,No,
1532,Legitimate but noisy web request,/api/data/iiu8pca6?token=4807faa1ed80c101,Web Traffic,Normal request,No,
1533,Legitimate but noisy web request,/admin/tools?cmd=view&id=97796,Web Traffic,Normal request,No,
1534,Legitimate but noisy web request,/product?id=79221&desc=<b>D918Xp30</b>,Web Traffic,Normal request,No,
1535,Legitimate but noisy web request,/page?name=gN8J8xCB&status=active,Web Traffic,Normal request,No,
1536,Legitimate but noisy web request,/admin/tools?cmd=view&id=33738,Web Traffic,Normal request,No,
1537,Legitimate but noisy web request,/admin/tools?cmd=view&id=1016,Web Traffic,Normal request,No,
1538,Legitimate but noisy web request,/download/J3B2f1f4_script.pdf,Web Traffic,Normal request,No,
1539,Legitimate but noisy web request,/admin/tools?cmd=view&id=77126,Web Traffic,Normal request,No,
1540,Legitimate but noisy web request,/admin/tools?cmd=view&id=67043,Web Traffic,Normal request,No,
1541,Legitimate but noisy web request,/blog/script-C4p2Ch1E-tips,Web Traffic,Normal request,No,
1542,Legitimate but noisy web request,/blog/script-mcgVbO0S-tips,Web Traffic,Normal request,No,
1543,Legitimate but noisy web request,/page?name=aQXXGei9&status=active,Web Traffic,Normal request,No,
1544,Legitimate but noisy web request,/blog/script-vW1ZeUGR-tips,Web Traffic,Normal request,No,
1545,Legitimate but noisy web request,/blog/script-vnBIqxZ6-tips,Web Traffic,Normal request,No,
1546,Legitimate but noisy web request,/search?q=select+28NZgbL5&page=3,Web Traffic,Normal request,No,
1547,Legitimate but noisy web request,/download/Fc1tVutQ_script.pdf,Web Traffic,Normal request,Yes,SQLi
1548,Legitimate but noisy web request,user_input=qbr3g6Kh%3Ctest%3E,Web Traffic,Normal request,No,
1549,Legitimate but noisy web request,/search?q=select+Hxkw3jhW&page=5,Web Traffic,Normal request,No,
1550,Legitimate but noisy web request,/download/ji25bRkB_script.pdf,Web Traffic,Normal request,No,
1551,Legitimate but noisy web request,/download/T1uGgsyR_script.pdf,Web Traffic,Normal request,No,
1552,Legitimate but noisy web request,/product?id=38831&desc=<b>BvS8JtBL</b>,Web Traffic,Normal request,No,
1553,Legitimate but noisy web request,/product?id=8329&desc=<b>pp0g41cJ</b>,Web Traffic,Normal request,No,
1554,Legitimate but noisy web request,/admin/tools?cmd=view&id=62678,Web Traffic,Normal request,No,
1555,Legitimate but noisy web request,user_input=sbn4b9oq%3Ctest%3E,Web Traffic,Normal request,No,
1556,Legitimate but noisy web request,user_input=IHafj6k4%3Ctest%3E,Web Traffic,Normal request,No,
1557,Legitimate but noisy web request,user_input=wMsgjOzM%3Ctest%3E,Web Traffic,Normal request,No,
1558,Legitimate but noisy web request,/blog/script-iLxgWJeq-tips,Web Traffic,Normal request,No,
1559,Legitimate but noisy web request,/product?id=10152&desc=<b>x79bFHYg</b>,Web Traffic,Normal request,No,
1560,Legitimate but noisy web request,/blog/script-rn1CAFRy-tips,Web Traffic,Normal request,No,
1561,Legitimate but noisy web request,/page?name=qCnWZNKj&status=active,Web Traffic,Normal request,No,
1562,Legitimate but noisy web request,/download/Guh9WcpX_script.pdf,Web Traffic,Normal request,No,
1563,Legitimate but noisy web request,/blog/script-GSHdDZkQ-tips,Web Traffic,Normal request,No,
1564,Legitimate but noisy web request,user_input=dW7nKb6S%3Ctest%3E,Web Traffic,Normal request,No,
1565,Legitimate but noisy web request,/product?id=44942&desc=<b>QxLyKYzt</b>,Web Traffic,Normal request,Yes,XSS
1566,Legitimate but noisy web request,/admin/tools?cmd=view&id=34081,Web Traffic,Normal request,No,
1567,Legitimate but noisy web request,user_input=4l18iDFf%3Ctest%3E,Web Traffic,Normal request,No,
1568,Legitimate but noisy web request,user_input=kvUfWXwu%3Ctest%3E,Web Traffic,Normal request,Yes,XSS
1569,Legitimate but noisy web request,/api/data/RxfByEda?token=1ad4d27cb8d26b6c,Web Traffic,Normal request,No,
1570,Legitimate but noisy web request,/api/data/m7mw8MQy?token=a4c0bc44747daec1,Web Traffic,Normal request,No,
1571,Legitimate but noisy web request,/blog/script-awljf1Sv-tips,Web Traffic,Normal request,No,
1572,Legitimate but noisy web request,/download/rKsarOEL_script.pdf,Web Traffic,Normal request,No,
1573,Legitimate but noisy web request,/blog/script-6DxhDCe5-tips,Web Traffic,Normal request,No,
1574,Legitimate but noisy web request,/blog/script-Cmizy5ks-tips,Web Traffic,Normal request,No,
1575,Legitimate but noisy web request,/api/data/aKsncn8Y?token=5087427db0da90aa,Web Traffic,Normal request,No,
1576,Legitimate but noisy web request,/search?q=select+MJoYVOZf&page=3,Web Traffic,Normal request,No,
1577,Legitimate but noisy web request,/blog/script-IdprfX0q-tips,Web Traffic,Normal request,No,
1578,Legitimate but noisy web request,/download/1HyYq79Y_script.pdf,Web Traffic,Normal request,No,
1579,Legitimate but noisy web request,/page?name=yUnoDg1p&status=active,Web Traffic,Normal request,No,
1580,Legitimate but noisy web request,/page?name=jKg16XSV&status=active,Web Traffic,Normal request,No,
1581,Legitimate but noisy web request,/search?q=select+KbSElFVB&page=1,Web Traffic,Normal request,No,
1582,Legitimate but noisy web request,user_input=9j9sVqX6%3Ctest%3E,Web Traffic,Normal request,No,
1583,Legitimate but noisy web request,/search?q=select+gqPKk3BS&page=7,Web Traffic,Normal request,No,
1584,Legitimate but noisy web request,/admin/tools?cmd=view&id=41137,Web Traffic,Normal request,No,
1585,Legitimate but noisy web request,/product?id=37176&desc=<b>o7m2zRY3</b>,Web Traffic,Normal request,No,
1586,Legitimate but noisy web request,/download/RDNp9nyA_script.pdf,Web Traffic,Normal request,No,
1587,Legitimate but noisy web request,/api/data/mvWjF77i?token=8721a0b3ec5c296e,Web Traffic,Normal request,No,
1588,Legitimate but noisy web request,/blog/script-XcbDD2fQ-tips,Web Traffic,Normal request,No,
1589,Legitimate but noisy web request,/blog/script-yw1fmTgT-tips,Web Traffic,Normal request,No,
1590,Legitimate but noisy web request,/api/data/q2IITUpP?token=3ae33254c630bae8,Web Traffic,Normal request,No,
1591,Legitimate but noisy web request,/product?id=24104&desc=<b>tMLrLWjL</b>,Web Traffic,Normal request,No,
1592,Legitimate but noisy web request,/product?id=83888&desc=<b>YaOec5E2</b>,Web Traffic,Normal request,No,
1593,Legitimate but noisy web request,user_input=LLj0gpXe%3Ctest%3E,Web Traffic,Normal request,No,
1594,Legitimate but noisy web request,/page?name=hCAKCH9Q&status=active,Web Traffic,Normal request,Yes,SQLi
1595,Legitimate but noisy web request,/blog/script-NNRP4Rh0-tips,Web Traffic,Normal request,No,
1596,Legitimate but noisy web request,/product?id=55520&desc=<b>05zKRN7C</b>,Web Traffic,Normal request,No,
1597,Legitimate but noisy web request,/page?name=24hIUfjn&status=active,Web Traffic,Normal request,No,
1598,Legitimate but noisy web request,/page?name=vqyF1Uma&status=active,Web Traffic,Normal request,No,
1599,Legitimate but noisy web request,user_input=MtezfqrG%3Ctest%3E,Web Traffic,Normal request,No,
1600,Legitimate but noisy web request,/product?id=20121&desc=<b>CH2ST2Um</b>,Web Traffic,Normal request,No,
1601,Legitimate but noisy web request,user_input=NiwJqQqj%3Ctest%3E,Web Traffic,Normal request,No,
1602,Legitimate but noisy web request,/api/data/pDyRi4n3?token=f94047377fde82aa,Web Traffic,Normal request,No,
1603,Legitimate but noisy web request,user_input=jwBnr09u%3Ctest%3E,Web Traffic,Normal request,No,
1604,Legitimate but noisy web request,/admin/tools?cmd=view&id=83298,Web Traffic,Normal request,No,
1605,Legitimate but noisy web request,user_input=xUpNzMga%3Ctest%3E,Web Traffic,Normal request,No,
1606,Legitimate but noisy web request,/product?id=93053&desc=<b>XXiAUZT1</b>,Web Traffic,Normal request,No,
1607,Legitimate but noisy web request,/blog/script-dcd5EFVJ-tips,Web Traffic,Normal request,No,
1608,Legitimate but noisy web request,user_input=bl9HGeKR%3Ctest%3E,Web Traffic,Normal request,No,
1609,Legitimate but noisy web request,/blog/script-zvM4rdVl-tips,Web Traffic,Normal request,No,
1610,Legitimate but noisy web request,/product?id=76823&desc=<b>QB9sipkx</b>,Web Traffic,Normal request,No,
1611,Legitimate but noisy web request,/search?q=select+YpPl04Ps&page=1,Web Traffic,Normal request,No,
1612,Legitimate but noisy web request,/api/data/Vf2hqN34?token=a6df98858f151ea9,Web Traffic,Normal request,No,
1613,Legitimate but noisy web request,/blog/script-np3gDpwT-tips,Web Traffic,Normal request,No,
1614,Legitimate but noisy web request,user_input=bJjEXMTB%3Ctest%3E,Web Traffic,Normal request,No,
1615,Legitimate but noisy web request,/admin/tools?cmd=view&id=60214,Web Traffic,Normal request,No,
1616,Legitimate but noisy web request,/download/KZW0Hfrx_script.pdf,Web Traffic,Normal request,Yes,SQLi
1617,Legitimate but noisy web request,/search?q=select+VgOWfu59&page=6,Web Traffic,Normal request,No,
1618,Legitimate but noisy web request,user_input=NyoQTUbb%3Ctest%3E,Web Traffic,Normal request,No,
1619,Legitimate but noisy web request,/page?name=Lumk0inm&status=active,Web Traffic,Normal request,No,
1620,Legitimate but noisy web request,/search?q=select+gSSiCNB2&page=1,Web Traffic,Normal request,No,
1621,Legitimate but noisy web request,user_input=x43b2xvH%3Ctest%3E,Web Traffic,Normal request,No,
1622,Legitimate but noisy web request,user_input=NESHJ4YR%3Ctest%3E,Web Traffic,Normal request,No,
1623,Legitimate but noisy web request,/download/5yyQNWXk_script.pdf,Web Traffic,Normal request,No,
1624,Legitimate but noisy web request,/blog/script-wCs0H6IL-tips,Web Traffic,Normal request,No,
1625,Legitimate but noisy web request,user_input=ZpTOupWJ%3Ctest%3E,Web Traffic,Normal request,No,
1626,Legitimate but noisy web request,/admin/tools?cmd=view&id=56925,Web Traffic,Normal request,No,
1627,Legitimate but noisy web request,/download/icPqY3Se_script.pdf,Web Traffic,Normal request,No,
1628,Legitimate but noisy web request,/page?name=jBXzS0Zk&status=active,Web Traffic,Normal request,No,
1629,Legitimate but noisy web request,/search?q=select+foHXKD2s&page=8,Web Traffic,Normal request,No,
1630,Legitimate but noisy web request,/download/ioTJ8McS_script.pdf,Web Traffic,Normal request,No,
1631,Legitimate but noisy web request,/search?q=select+znhohsk6&page=10,Web Traffic,Normal request,No,
1632,Legitimate but noisy web request,/product?id=59558&desc=<b>LsAvmuLu</b>,Web Traffic,Normal request,No,
1633,Legitimate but noisy web request,/download/xCnB3Mv9_script.pdf,Web Traffic,Normal request,No,
1634,Legitimate but noisy web request,/search?q=select+N2CJHOos&page=5,Web Traffic,Normal request,No,
1635,Legitimate but noisy web request,/download/emE4iTyx_script.pdf,Web Traffic,Normal request,No,
1636,Legitimate but noisy web request,/page?name=FaDRi1il&status=active,Web Traffic,Normal request,No,
1637,Legitimate but noisy web request,/api/data/ecsJPAUS?token=1ad8e54bc25ebf00,Web Traffic,Normal request,No,
1638,Legitimate but noisy web request,/search?q=select+kqc91HrW&page=3,Web Traffic,Normal request,No,
1639,Legitimate but noisy web request,/download/MESGQSVo_script.pdf,Web Traffic,Normal request,No,
1640,Legitimate but noisy web request,/search?q=select+zwbNM03I&page=2,Web Traffic,Normal request,No,
1641,Legitimate but noisy web request,/blog/script-uc3yJ4ci-tips,Web Traffic,Normal request,No,
1642,Legitimate but noisy web request,user_input=WiBXVPe7%3Ctest%3E,Web Traffic,Normal request,No,
1643,Legitimate but noisy web request,/page?name=trwHSKg2&status=active,Web Traffic,Normal request,No,
1644,Legitimate but noisy web request,/admin/tools?cmd=view&id=8567,Web Traffic,Normal request,No,
1645,Legitimate but noisy web request,/api/data/2MHQSNCB?token=df2e388650cbb4f5,Web Traffic,Normal request,No,
1646,Legitimate but noisy web request,/api/data/PEc4KQj3?token=ca81930d418ae0a3,Web Traffic,Normal request,No,
1647,Legitimate but noisy web request,/blog/script-pkUBwMbl-tips,Web Traffic,Normal request,No,
1648,Legitimate but noisy web request,/download/WwJ7IYH2_script.pdf,Web Traffic,Normal request,No,
1649,Legitimate but noisy web request,/api/data/cbhWaDDk?token=c7017cd223fcb787,Web Traffic,Normal request,No,
1650,Legitimate but noisy web request,/blog/script-7JUcH2EF-tips,Web Traffic,Normal request,No,
1651,Legitimate but noisy web request,/admin/tools?cmd=view&id=95069,Web Traffic,Normal request,No,
1652,Legitimate but noisy web request,user_input=hMrTG8b5%3Ctest%3E,Web Traffic,Normal request,No,
1653,Legitimate but noisy web request,user_input=Ie8h6xJ7%3Ctest%3E,Web Traffic,Normal request,No,
1654,Legitimate but noisy web request,/blog/script-9bfmJAEr-tips,Web Traffic,Normal request,No,
1655,Legitimate but noisy web request,/search?q=select+NcLZU0lt&page=1,Web Traffic,Normal request,No,
1656,Legitimate but noisy web request,/product?id=5921&desc=<b>g1AtenjL</b>,Web Traffic,Normal request,No,
1657,Legitimate but noisy web request,/api/data/DLmjexcx?token=2986494a33d88e23,Web Traffic,Normal request,No,
1658,Legitimate but noisy web request,/page?name=ccjaQ9RW&status=active,Web Traffic,Normal request,No,
1659,Legitimate but noisy web request,/search?q=select+zYsB5t01&page=1,Web Traffic,Normal request,No,
1660,Legitimate but noisy web request,/product?id=28787&desc=<b>OoqczXRv</b>,Web Traffic,Normal request,No,
1661,Legitimate but noisy web request,/product?id=29100&desc=<b>MBgBAjQE</b>,Web Traffic,Normal request,No,
1662,Legitimate but noisy web request,/download/xPzSNqrY_script.pdf,Web Traffic,Normal request,No,
1663,Legitimate but noisy web request,/product?id=38712&desc=<b>nxinJGBP</b>,Web Traffic,Normal request,No,
1664,Legitimate but noisy web request,/admin/tools?cmd=view&id=38302,Web Traffic,Normal request,No,
1665,Legitimate but noisy web request,/page?name=fe4LUrdw&status=active,Web Traffic,Normal request,No,
1666,Legitimate but noisy web request,/page?name=VEsgBkHi&status=active,Web Traffic,Normal request,No,
1667,Legitimate but noisy web request,/api/data/yd8uI0P4?token=03028b9c6d8fae2f,Web Traffic,Normal request,No,
1668,Legitimate but noisy web request,user_input=svEx4Kj7%3Ctest%3E,Web Traffic,Normal request,No,
1669,Legitimate but noisy web request,/api/data/6lli9NAa?token=9bc1029913ee368a,Web Traffic,Normal request,No,
1670,Legitimate but noisy web request,/product?id=53586&desc=<b>DqjjVhzr</b>,Web Traffic,Normal request,No,
1671,Legitimate but noisy web request,/admin/tools?cmd=view&id=27703,Web Traffic,Normal request,No,
1672,Legitimate but noisy web request,/blog/script-ip4MQcyj-tips,Web Traffic,Normal request,No,
